,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,IsRegularLotShape,IsLandLevel,IsLandSlopeGentle,IsElectricalSBrkr,IsGarageDetached,IsPavedDrive,HasShed,Remodeled,RecentRemodel,VeryNewHouse,Has2ndFloor,HasMasVnr,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch,HighSeason,NewerDwelling,Neighborhood_Good,SaleCondition_PriceDown,BoughtOffPlan,BadHeating,TotalArea,TotalArea1st2nd,Age,TimeSinceSold,SeasonSold,YearsSinceRemodel,NeighborhoodBin,SalePrice
0,4.110873864173311,4.189654742026425,9.042040056544483,2.0794415416798357,1.791759469228055,7.602900462204755,7.602900462204755,5.2832037287379885,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.9459101490553132,6.561030665896573,0.6931471805599453,0.0,5.017279836814924,6.75343791859778,1.791759469228055,0.6931471805599453,6.75343791859778,6.75110146893676,0.0,7.444833273892193,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.6094379124341003,2.1972245773362196,2.1972245773362196,0.0,0.0,7.602900462204755,1.0986122886681098,1.0986122886681098,6.3080984415095305,1.3862943611198906,1.3862943611198906,0.0,4.127134385045092,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,7.605392364814935,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,9.578657284448841,7.444833273892193,2.0794415416798357,1.0986122886681098,0.0,1.791759469228055,1.0986122886681098,12.24769911637256
1,3.044522437723423,4.394449154672439,9.169622538697624,1.9459101490553132,2.1972245773362196,7.589335823170617,7.589335823170617,0.0,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.791759469228055,6.88653164253051,0.6931471805599453,0.0,5.652489180268651,7.141245122350491,1.791759469228055,0.6931471805599453,7.141245122350491,0.0,0.0,7.141245122350491,0.0,0.6931471805599453,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.9459101490553132,2.1972245773362196,0.6931471805599453,1.3862943611198906,7.589335823170617,1.0986122886681098,1.0986122886681098,6.133398042996649,1.3862943611198906,1.3862943611198906,5.700443573390687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,7.60489448081162,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,9.647756241316175,7.141245122350491,3.5553480614894135,1.3862943611198906,0.6931471805599453,3.4657359027997265,1.3862943611198906,12.109016442313738
2,4.110873864173311,4.23410650459726,9.328212292571072,2.0794415416798357,1.791759469228055,7.601901959875166,7.602401335665818,5.093750200806762,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.9459101490553132,6.18826412308259,0.6931471805599453,0.0,6.075346031088684,6.825460036255307,1.791759469228055,0.6931471805599453,6.825460036255307,6.7650389767805414,0.0,7.488293515159428,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.6094379124341003,1.9459101490553132,2.1972245773362196,0.6931471805599453,1.3862943611198906,7.601901959875166,1.0986122886681098,1.0986122886681098,6.411818267709897,1.3862943611198906,1.3862943611198906,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,7.605392364814935,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,9.772410288929185,7.488293515159428,2.302585092994046,1.0986122886681098,1.3862943611198906,1.9459101490553132,1.0986122886681098,12.317171167298682
3,4.2626798770413155,4.110873864173311,9.164401140034737,2.0794415416798357,1.791759469228055,7.557994958530806,7.58629630715272,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.6094379124341003,0.6931471805599453,1.791759469228055,5.37989735354046,0.6931471805599453,0.0,6.293419278846481,6.6293632534374485,1.6094379124341003,0.6931471805599453,6.8690144506657065,6.6293632534374485,0.0,7.4489161025442,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,2.0794415416798357,2.1972245773362196,0.6931471805599453,1.6094379124341003,7.6004023345004,0.6931471805599453,1.3862943611198906,6.466144724237619,1.3862943611198906,1.3862943611198906,0.0,3.58351893845611,5.60947179518496,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,7.604396348796338,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,9.648982324778904,7.4489161025442,4.564348191467836,1.6094379124341003,0.0,3.6109179126442243,1.3862943611198906,11.849404844423074
4,4.110873864173311,4.442651256490317,9.565283817736766,2.1972245773362196,1.791759469228055,7.601402334583733,7.601402334583733,5.860786223465865,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.9459101490553132,6.486160788944089,0.6931471805599453,0.0,6.19644412779452,7.044032897274685,1.791759469228055,0.6931471805599453,7.044032897274685,6.960347729101308,0.0,7.695757990554761,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.6094379124341003,2.302585092994046,2.1972245773362196,0.6931471805599453,1.3862943611198906,7.601402334583733,1.0986122886681098,1.3862943611198906,6.729824070489475,1.3862943611198906,1.3862943611198906,5.262690188904886,4.442651256490317,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,7.605392364814935,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,10.0209594286763,7.695757990554761,2.3978952727983707,1.0986122886681098,0.0,2.1972245773362196,1.6094379124341003,12.429220196836383
5,3.9318256327243257,4.454347296253507,9.55506418479516,1.791759469228055,1.791759469228055,7.597897950521784,7.59890045687141,0.0,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.9459101490553132,6.597145701886651,0.6931471805599453,0.0,4.174387269895637,6.680854678790215,1.791759469228055,0.6931471805599453,6.680854678790215,6.340359303727752,0.0,7.217443431696533,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.791759469228055,2.1972245773362196,0.0,0.0,7.597897950521784,0.6931471805599453,1.0986122886681098,6.175867270105761,1.3862943611198906,1.3862943611198906,3.713572066704308,3.4339872044851463,0.0,5.771441123130016,0.0,0.0,1.3862943611198906,6.55250788703459,2.3978952727983707,7.605890001053122,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,9.872358017339208,7.217443431696533,2.8903717578961645,0.6931471805599453,1.3862943611198906,2.70805020110221,1.0986122886681098,11.870606902224587
6,3.044522437723423,4.330733340286331,9.218804450388312,2.1972245773362196,1.791759469228055,7.60339933974067,7.603897968521881,5.231108616854587,1.6094379124341003,1.3862943611198906,1.791759469228055,1.3862943611198906,1.3862943611198906,1.9459101490553132,7.222566018822171,0.6931471805599453,0.0,5.762051382780177,7.430707082545968,1.791759469228055,0.6931471805599453,7.43543801981455,0.0,0.0,7.43543801981455,0.6931471805599453,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,2.0794415416798357,2.1972245773362196,0.6931471805599453,1.6094379124341003,7.60339933974067,1.0986122886681098,1.0986122886681098,6.456769655572163,1.3862943611198906,1.3862943611198906,5.545177444479562,4.060443010546419,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,7.60489448081162,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,9.8011225458581,7.43543801981455,1.9459101490553132,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.3862943611198906,12.634606283893019
7,4.110873864173311,4.248495242049359,9.247925132303454,2.0794415416798357,1.9459101490553132,7.587817219993427,7.587817219993427,5.484796933490655,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.791759469228055,6.756932389247553,1.6094379124341003,3.4965075614664802,5.37989735354046,7.010311867307229,1.791759469228055,0.6931471805599453,7.010311867307229,6.891625897052253,0.0,7.645397699428633,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,2.0794415416798357,2.1972245773362196,1.0986122886681098,1.3862943611198906,7.587817219993427,1.0986122886681098,1.0986122886681098,6.184148890937483,1.3862943611198906,1.3862943611198906,5.4638318050256105,5.3230099791384085,5.43372200355424,0.0,0.0,0.0,0.0,5.860786223465865,2.4849066497880004,7.605890001053122,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,9.811207776416833,7.645397699428633,3.6375861597263857,0.6931471805599453,1.3862943611198906,3.6109179126442243,1.0986122886681098,12.206077645517674
8,3.9318256327243257,3.9512437185814275,8.71948076085107,2.0794415416798357,1.791759469228055,7.566311014772463,7.576097340623111,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,6.859614903654202,6.859614903654202,1.6094379124341003,0.6931471805599453,6.930494765951626,6.6240652277998935,0.0,7.4815557019095165,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,2.1972245773362196,2.0794415416798357,1.0986122886681098,1.3862943611198906,7.566311014772463,0.6931471805599453,1.0986122886681098,6.150602768446279,1.0986122886681098,1.3862943611198906,4.51085950651685,0.0,5.327876168789581,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,7.605392364814935,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,9.4244028145542,7.4815557019095165,4.382026634673881,1.0986122886681098,0.6931471805599453,4.07753744390572,0.6931471805599453,11.774527900858468
9,5.25227342804663,3.9318256327243257,8.912069097970134,1.791759469228055,1.9459101490553132,7.570443252057374,7.576097340623111,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.9459101490553132,6.747586526829315,0.6931471805599453,0.0,4.948759890378168,6.899723107284872,1.791759469228055,0.6931471805599453,6.982862751468942,0.0,0.0,6.982862751468942,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.791759469228055,2.1972245773362196,1.0986122886681098,1.3862943611198906,7.570443252057374,1.0986122886681098,0.6931471805599453,5.327876168789581,1.6094379124341003,1.3862943611198906,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,7.605392364814935,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,9.377209824211215,6.982862751468942,4.276666119016055,1.0986122886681098,0.0,4.07753744390572,0.6931471805599453,11.678448377988165
